user_idx,gender,age,note_idx,note_title,note_content,image_paths
4552,female,23-25,1677160,翻译翻译,"意思是,如果自己有经济条件的话,就不需要对方承担赡养自己的父母;如果自己没有经济条件,就需要对方帮助赡养,是吧??#再见爱人[话题]# #再见爱人4[话题]# #麦琳[话题]# #李行亮[话题]# #麦琳李行亮[话题]#",
4552,female,23-25,1947088,小话唠乔伊闻着青团睡觉觉,可能味道比较让熊安心[萌萌哒R] 2024/11/7-11/8 #大熊猫乔伊[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_63/632977/2786826.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_63/632977/2786827.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_63/632977/2786828.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_63/632977/2786829.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_63/632977/2786830.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_63/632977/2786831.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_63/632977/2786832.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_63/632977/2786833.jpg
4552,female,23-25,1278002,Replicate a Alvar Aalto Cabinet,#家居[话题]# #小红书居住趋势[话题]# #家的新陈设[话题]# #我与装修和解了[话题]# #好好生活大赛[话题]# #年度关键帧[话题]# #diy家具[话题]# #AlvarAalto[话题]# #家居美学[话题]# @家居薯 @装修薯,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/897092/4043136.jpg
4552,female,23-25,1080913,我的开放式厨房2.0,"搬进新家快两年了,各个地方都逐渐完善起来。厨房是大家平日里问的最多的地方,今天就再来写一写。 . 橱柜的柜门用的是多层实木贴皮,台面是白色石英石。大部分柜子里都用到了拉篮和抽屉,增加了拿取的便捷。 常被问起的金色墙面,是在木板基底上,贴的不锈钢板,看起来有点黄铜的效果,和把手呼应。 由于上一套房子用了吊柜后,体验感不佳(常常忘记放了什么进去,直到搬家...),所以这次就只做了置物架。 根据我和先生的身高,台面高度做了90cm,用起来还是比较舒服的。 . 由于是开放式厨房,不可以通燃气,所以我们选用的是电磁灶。方太这款电磁灶的功率还是不错的,能够满足我们的日常需求。用了两年,越来越得心应手。所以最近添置净水器时,也优先考虑了方太。 . 我们选的是方太母婴级净水机HR7 PRO。它最打动我的一点是采用了方太自主研发的「NSP选择性过滤技术」,滤除重金属的同时,还能够保留有益矿物质,滤出的是健康的矿物好水。 除了可以出常温水,还有不同的温度可以选择,有4档便捷调温和14档变温,非常方便泡茶、冲奶等等。对了,它直达龙头端的UV除菌功能,可以保障入口最后一厘米的饮水安全,也能够放心饮用。水龙头上带有各种温度的显示,伴随语音,使用起来方便又安全。除此之外,滤芯换起来也很简单,一转一拉便可以完成。 . 有了净水机后,厨房的中岛也更像个小吧台。宝宝非常喜欢坐在这里,喝起水来都更惬意。这个小人儿可真会享受啊!我们呢,也更加爱上开放式厨房带来的更多可能性。🤗 . #开放式厨房[话题]# #厨房[话题]# #装修灵感[话题]# #净水器[话题]# #净水机[话题]# #方太母婴级净水机[话题]# #…",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_109/1091417/4895671.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_109/1091417/4895672.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_109/1091417/4895673.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_109/1091417/4895674.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_109/1091417/4895675.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_109/1091417/4895676.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_109/1091417/4895677.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_109/1091417/4895678.jpg
4552,female,23-25,882827,李行亮明明是最维护她面子的人,女儿成绩的事儿、画家、还有刚开始婚姻体检的措辞......亮子还是太体面了#再见爱人4[话题]# #麦琳李行亮[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_95/959858/4327828.jpg
4552,female,23-25,1271049,三个人四个宿舍群,#办公室[话题]# #theoffice[话题]# #TheOffice[话题]# #Theoffice[话题]# #theOffice[话题]# #theoffice办公室[话题]# #美剧theoffice[话题]# #theoffice[话题]# #英美剧分享[话题]#,
4552,female,23-25,1426231,猫冬生活美食酸菜馅大肉包子安排,"东北农村猫冬生活,晚上7点睡觉早上6点起床,一天两顿饭紧忙乎,老爷们想吃包子了,酸菜肉馅安排,生活是晨起暮落日子是柴米油盐,平凡的日子精神的过!#记录真实生活[话题]# #农村生活[话题]# #人间烟火[话题]# #酸菜包子[话题]# #农村美食[话题]# #乡村味道[话题]#",
4552,female,23-25,1200837,小小挂树贤!!,#大熊猫贤贤崽[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_112/1122176/5024375.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_112/1122176/5024376.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_112/1122176/5024377.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_112/1122176/5024378.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_112/1122176/5024379.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_112/1122176/5024380.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_112/1122176/5024381.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_112/1122176/5024382.jpg
4552,female,23-25,1056607,复古绿碎花小黑猫🐈‍⬛还有点艺术的味道~,#低头捡个秋[话题]# #个性手机壳推荐[话题]# #菲林手机壳[话题]# #iphone手机壳[话题]# #高级感手机壳[话题]# #手机壳[话题]# #安卓菲林壳[话题]# #猫咪手机壳[话题]# #复古[话题]# #积极入冬的家居仪式感[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_103/1030270/4635532.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_103/1030270/4635533.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_103/1030270/4635534.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_103/1030270/4635535.jpg
4552,female,23-25,1039889,我不会再共情任何灾难性新闻事件,"因为我是高敏感人群,无法再去承接太多负能量部分。所以会采取直接隔离手段,避免这些对日常生活造成影响。情绪状态不好的时候,我甚至会拒绝朋友和我倒苦水,避开太过伤身神的小说电影,不让自己被这些事件再去分摊精力和干扰。看见就是看见了,对他人好一点和尽自己力改变世界就行,但绝对不会再去设身处地去代入。感同身受是非常耗神的动作,只有真的经历过的人才能懂我在说什么。要活在自己的生活里,而非代入他人的困境中。 重点是不共情,不代表你不去有所作为。所以不用太多困扰,真正的勇敢和道德不在于你多么去心疼他人,而是去实践行动。只是不做过多的情感逗留,去改造争取就好了。让事件与讯息,像水一样过去就行。 真正的勇敢与道德,不是你去代他人的痛苦有多深刻,而是怎么去通过实践行动去改变这个世界。前者这样子反而会加剧粘稠与混沌,除了艺术创造之外,""过脑不过心""是最正确,和减免伤害和保全自我的方式。 #公益实修[话题]# #修行[话题]# #感悟人生[话题]#",
4552,female,23-25,1715299,"内娱综艺暂别,谁回来了?",我就问 凡是内娱综艺 暂别 到底有谁回来了? #十个勤天[话题]# #十个勤天做大做强[话题]# #种地吧第三季[话题]# #种地吧第三季原班人马[话题]# #内娱[话题]# #蒋敦豪[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_75/751518/3368420.jpg
4552,female,23-25,966637,我看到的声生不息先导片,"声生不息先导片保持了一贯的高水准 这一季的立意更为广泛 貌似也在为粤语歌寻找新的出路 这种类似纪录片的形式专业而深刻 好多宝贵的影像资料和音乐人相继出现为港乐背书 尤其是胡伟立大师的出现! 其实在先导片出来后我更想看到舞台用表演穿插纪录片讲述的形式,而非纯舞台表演。 希望当年制造辉煌时代的那些文人面孔多出来普及中华文化和中华音乐 这样粤语歌曲才更具文化魅力,那些老一辈的才子佳人们身上闪耀着如今快餐文化网红们望尘莫及的绝代风采,令人钦佩和感动。 港乐的蓬勃有赖于所有词曲音乐人们对华语音乐和华语文字深刻的文化底蕴,如今市场的变化是对他们才华的消磨!肤浅当道,才华反而无处展示,叹息又无能为力。 我们应该慢下来,静下来,多给这些才子们更多的空间、更多的尊重和支持!(但真的很难,市场已经这样了) #声生不息[话题]# #声生不息港乐季2[话题]# #声生不息大湾区季[话题]# #声生不息先导片[话题]#",
4552,female,23-25,1416251,Dwight家族的硬核葬礼(确保你死透版,丝滑 笑的我肚子痛 Oscar做错了什么哈哈哈要经历这些 #theoffice[话题]# #办公室[话题]# #美剧theoffice[话题]# #美剧办公室[话题]# #DwightShrute[话题]# #葬礼[话题]# #硬核[话题]# #丝滑小连招[话题]# 视频来源于网络,
4552,female,23-25,1467029,有人投🥭的春晚了吗?,🥭的春晚有人投吗? 1.3放假能投这个吗?#芒果TV[话题]# #湖南卫视春节联欢晚会[话题]# #芒果TV实习[话题]# #实习生[话题]# #芒果tv内推[话题]# #2024湖南卫视芒果TV春节联欢晚会[话题]# #芒果TV春节联欢晚会[话题]# #芒果TV实习[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_90/903567/4071553.jpg
4552,female,23-25,1731066,"鑫鑫仔失误场面,一定要看到最后",#大熊猫鑫鑫仔[话题]# 呜呜呜~,
5095,female,23-25,921562,小巷人家第二部!!,"我期待小巷人家能拍第二部,理由如下: 1.想看栋哲和筱婷的婚礼 2.想看鹏飞带媳妇见家长,带他爸妈住新房,开公司当大老板 3.想看阿公阿婆悔不当初 4.想看李佳一家跟图南阿公阿婆同台表演 5.想看打小报告举报林工的小人被揭穿 #小巷人家[话题]##范丞丞小巷人家[话题]# #电视剧小巷人家[话题]# #小巷子里的旧时光[话题]# #庄筱婷林栋哲[话题]# #小巷人家第二部[话题]# #栋哲筱婷婚礼[话题]#",
5095,female,23-25,985983,超好吃小火锅合集!!,"有平价好吃的小火锅推荐吗,求求求[色色R]#没有什么是一顿火锅解决不了[话题]# #火锅[话题]# #美食日记[话题]# #追剧必备[话题]# #好吃到爆[话题]# #自热火锅[话题]# #自热火锅推荐[话题]# #速食推荐[话题]#",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_57/575316/2522516.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_57/575316/2522517.jpg
5095,female,23-25,1371834,推荐点好吃的自热小火锅吧!!,除了莫小仙(吃腻了)和田小花(不好吃) #自热小火锅[话题]# #自热火锅[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_96/960633/4331339.jpg
5095,female,23-25,881898,"想告诉全世界,这玩意儿真的太太太好吃了!","#把秋天留在厨房里[话题]# 豆花牛肉这么做绝了!两碗米饭都不够吃,牛肉又麻又辣超级入味,豆花很软嫩,巨巨巨下饭! 食材准备: 牛肉 豆花 豆芽 金针菇 葱 蒜 干辣椒 火锅底料 🥩做法: 1️⃣牛肉切片,加一勺生抽、一勺盐巴、三勺淀粉抓匀腌制20分钟,最后可以倒入一勺食用油 2️⃣锅中烧油,油热下蒜、豆瓣酱炒出红油,倒入干辣椒段和花椒炒香,再倒入火锅底料,再倒入适量清水煮开,放入一勺盐巴一勺生抽调味 3️⃣下入配菜烫熟捞出放入碗底,再下入豆花煮3分钟捞出,再下入牛肉烫熟后盛入碗中,撒上蒜末和辣椒段泼上热油,最后撒上葱花即可#豆花[话题]# #牛肉[话题]# #小红书爆款美食[话题]# #周末家常菜[话题]# #谁不爱这一口[话题]# #喜欢吃的在家试着做吧[话题]# #简单美食[话题]#",
5095,female,23-25,1674648,nan,"到底该怎么回复她才好!!!!我真的无语了,这是个什么理由直接给我气笑了#工作吐槽[话题]#",
5095,female,23-25,1713540,放眼整个自热火锅界...都是炸裂般的存在!!,"不愧是超大锅!!比我家脸盆还大[捂脸R][捂脸R] 海底捞自热火锅新品麻辣嫩牛超大锅! 真的打遍无敌手!! —— 坠直观的感受就是!!量大!!料多!! 里面的食材料包都是双份的😳!!足足有十包料!! 嫩牛肉、粉条、各种各样的蔬菜煮出来满满一大锅!! 不夸张!三个人都能吃饱饱的!!!!! 里面的牛肉🥩又嫩又大块,麻麻辣辣的嘎嘎入味!! 粉条是那种湿粉!吸饱汤汁嗦起来超级过瘾!! 藕片、竹笋、土豆脆脆的!!也都吼吼吃!! 我还特意加了贡菜!一整个tree上加tree[色色R][色色R]!! —— 关键疯狂加量的同时还不加价!!!!! 之前435g常规款都29.9r了,这次加量840g才49.9r!! 而且凭借学生证还能专享优惠价37.9r!! (学生证直接甩给客服就行[得意R][得意R][得意R]) 咱就是说!!真的太宠我们大学生了哈哈哈! 姐妹们这波羊毛千万别错过!!都去薅起来!! #自热火锅[话题]# #速食推荐[话题]# #免煮速食[话题]# #学生优惠[话题]# #海底捞自热火锅[话题]# #麻辣嫩牛超大锅[话题]# #海底捞超大自热火锅[话题]# #一个人的火锅自由[话题]##宅家美食日记[话题]# #夜宵吃什么[话题]#",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_77/772104/3460016.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_77/772104/3460017.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_77/772104/3460018.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_77/772104/3460019.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_77/772104/3460020.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_77/772104/3460021.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_77/772104/3460022.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_77/772104/3460023.jpg
5095,female,23-25,1127840,莫小仙避雷,"好难吃别买!昨天吃了莫小仙血旺粉丝的也好难吃没有味道 菜也邦邦硬,不入味 今天特意泡久了一点 结果还是没味道,咬不动,难吃#莫小仙自热火锅[话题]#",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_80/807953/3637736.jpg
5095,female,23-25,1469174,这节目片头是不是有暗示!,"结合爆料也说三对儿最后离了俩,李行亮麦琳放开手,留几手葛夕错过,杨子黄圣依双向奔赴,这三个镜头紧挨着。#再见爱人4[话题]# #麦琳[话题]# #李行亮[话题]# #葛夕刘爽[话题]# #杨子黄圣依[话题]# #麦琳李行亮[话题]# #再见爱人[话题]#",
5095,female,23-25,1500545,为何会两败俱伤,"只是让人唏嘘,从年少夫妻走到相看两厌。 两个人可能都爱对方,只是不够爱,不够让他们想要去互相了解对方,就像伊能静说的,你爱我,却不看我灵魂的出口,哎还是挺难受的。 #再见爱人4[话题]# #伊能静[话题]# #李行亮麦琳[话题]# #浪花waves排行榜[话题]# #浪花waves高校排行[话题]# #图文伙伴计划[话题]# #遗憾才是常态[话题]# #李行亮[话题]#",
5095,female,23-25,1585377,"我宣布,这是最好吃的自热小火锅","好久好久没更新啦,因为最近每天都要吐,哭了无数场😭虽然不应该吃垃圾食品,但是这个自热小火锅真的好好吃!!!#自热火锅[话题]#",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_91/912318/4110060.jpg
5095,female,23-25,1726213,"一口下去,简直就是我的解馋神助攻👍赞赞赞","👩‍👩‍👧‍👧姐妹淘,聚在一起的甜蜜时光,麻辣豆干是聊天必备!每日现做,无科技,纯正鲜辣,让下午茶不再单调。软韧口感,挑逗味蕾,姐妹们的欢笑里都藏着它的香! latenight追剧,麻辣豆干成瘾预警!新鲜制作,辣而不燥,每一口都是对剧情的最佳诠释。健康享美味,深夜放肆小吃,就该这么过瘾!#麻辣冷吃[话题]# #妈呀太好吃了[话题]# #小吃培训[话题]# #追剧必备小零食[话题]# #超级下饭的家常菜[话题]# #好吃不贵经济实惠[话题]# #麻辣豆干[话题]# ##零食推荐[话题]# #辣条[话题]# #追剧小零食[话题]# #零食[话题]# #豆腐干[话题]#",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/894572/4032372.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/894572/4032373.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/894572/4032374.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/894572/4032375.jpg
5095,female,23-25,1703011,"来了来了,悄悄话。","唉,说实话这悄悄话,我总觉得这6个人里面至少得有一半人都不真诚...... 好多人都不好好答题 我也是姑且一看吧 就是有一种,既然看这个节目,就想把他所有的官方播出的正片和加更都看了 好像这样才更有底气跟别人聊天[失望R][失望R][失望R] #再见爱人4[话题]# #推荐一个最近在看的综艺[话题]# #好看的综艺[话题]# #再见爱人悄悄话[话题]#",
5095,female,23-25,1724982,nan,芭提雅步行街带走妹子需要多少 #不懂就问有问必答[话题]# #万能的小红书[话题]#,
5095,female,23-25,1669239,nan,芭提雅哪里有卖72小时阻断艾滋病毒药物 #不懂就问有问必答[话题]# #万能的小红书[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_63/639195/2817374.jpg
5095,female,23-25,983130,乌鲁木齐❗️ 新疆的小火锅食材究竟有多离谱,入冬了吃个火锅吧@吃货薯#冬日与美食撞个满怀[话题]# #乌鲁木齐探店[话题]# #就叫小火锅[话题]# #乌鲁木齐美食[话题]# #乌鲁木齐[话题]# #乌鲁木齐吃喝玩乐[话题]# #小火锅[话题]# #火锅[话题]# #旋转小火锅[话题]# #宝藏小店[话题]#,
5095,female,23-25,1067938,"海底捞超超超大自热火锅,学生党快来薅羊毛","巨大无比,没两三个人吃不完!#麻辣嫩牛超大锅[话题]# #海底捞自热火锅[话题]# #海底捞超大自热火锅[话题]# #学生优惠[话题]##零食分享[话题]#",
5095,female,23-25,1469694,一些活人感很强的商家哈哈哈哈哈,#莫名其妙击中笑点[话题]# #搞笑段子[话题]# #有点离谱但又合理[话题]# #人类迷惑发言[话题]# #外卖商家回复[话题]# #评论[话题]##搞笑[话题]##哈哈哈哈[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_64/645282/2853951.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_64/645282/2853952.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_64/645282/2853953.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_64/645282/2853954.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_64/645282/2853955.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_64/645282/2853956.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_64/645282/2853957.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_64/645282/2853958.jpg
5095,female,23-25,1010259,"黄圣依问的真是刀刀见血,麦琳都开始挠头了","问到孩子上学问题, 麦琳说,选择离家近的。 因为我们买房子的时候,就考虑到了。 黄圣依追问:是因为房子买了所以去那上学,还是因为学校,才买的那里的房子。 麦琳挠头,说是肯定是因为学校。 但是,又强调,学校不是重点,就是一般般的学校。 葛夕以为,你为了学校买房子,那么学校肯定是重点学校啊。 麦琳说,哦,你们这么划分的啊? 但是,从麦琳否定的力度来说,学校肯定不是重点,只是一般学校。 当时这套房子购买的时候,也是比较急的,估计没有考虑那么多。 #再见爱人[话题]##麦琳[话题]##黄圣依[话题]##李行亮[话题]##杨子[话题]##综艺[话题]##综艺推荐[话题]# #综艺节目[话题]# #下饭综艺推荐[话题]#",
5132,female,19-22,1246674,早期鱼头星星,#虞书欣[话题]##公主[话题]#,
5132,female,19-22,1548988,为什么说我好嫁风啊,这么说对于本身就喜欢温柔穿搭风格的女生好不尊重啊......难道穿走温婉风格就不能是因为自己喜欢取悦自己吗[哭惹R] #温柔穿搭[话题]# #显身材穿搭[话题]# #少女感穿搭[话题]# #穿搭[话题]# #秋季穿搭[话题]# #snidel[话题]# #plmmbase[话题]# #龙心romance[话题]# #jill大姐姐[话题]#,
5132,female,19-22,1242233,幼儿园你们能不能管下家长的死活啊,"今天回家看见孩子衣服一整个崩溃,说是上画画课老师没给穿罩衣给弄上的,刚好到她罩衣不够了 后续老师也诚心道歉了,想着老师也挺不容易就算了,但是我这洗了好多遍都洗不掉,这今天刚穿上的新袄,也真是挺苦恼的[叹气R] #幼儿园[话题]# #美术课[话题]# #成年人的崩溃[话题]# #宝妈[话题]# #记录[话题]##怎么办[话题]# #绘画日常[话题]#",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_92/929689/4186472.jpg
5132,female,19-22,1942731,小狗咋天天都在哭呢,#比熊[话题]# #我家宠物好可爱[话题]# #小狗[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_105/1055144/4740041.jpg
5132,female,19-22,1117894,我不是故意给它训哭的😭,我不是故意给它训哭的😭#萌宠日常记录[话题]# #狗子挨训[话题]# #小狗真的能听懂好坏话[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_110/1101859/4939238.jpg
5132,female,19-22,1161941,"半年没有收入了,想把孩子卖掉","#我的养宠日常[话题]# #再苦不能苦孩子[话题]# #狗狗要是能骂人一定得脏[话题]# #没有买卖就没有伤害[话题]# #家有萌宠[话题]# 毛孩开销太大,一个月理发洗澡也要180,还要买衣服,买维生素鲨鱼软骨等。在家里一点贡献不做,本来想买来配小狗,但是没钱给他买女朋友。带出去相亲好几次,说他眼睛搞笑,丑乖丑乖之类,给伤到自尊了。每天回来什么都不做,偶尔就路过镜子自己偷瞄一下又失落的低下了头。买了件衣服给他,被说成是女娃儿衣服,孩子说什么都不穿了,觉得自己的狗生很失败",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_74/746415/3346134.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_74/746415/3346135.jpg
5132,female,19-22,996326,难道只有我一个人觉得,"难道只有我一个人觉得榴娘演技很好吗? 设阵取子期妖丹那段,眼中带泪,表情中既有回忆中怀念和姐姐一同度过的时光的笑,也有要杀了子期的狠!台词也很好,尤其是那句小子期~有病娇让人毛骨悚然的感觉#谁懂啊家人们啊啊啊[话题]# #永夜星河[话题]# #榴娘[话题]#",
5132,female,19-22,974203,路边的小狗狗可以买吗 感觉真的好可怜,十一月底还是挺冷的 狗狗们都很小在笼子发抖 吃的都被打翻了 又不想助长这种老板 又觉得小狗狗好可怜 有几只真的很可爱 又怕路边的是星期狗 感觉就是空有一颗菩萨心 真的好无奈#狗狗日常[话题]# #温州买狗[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/892028/4021419.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/892028/4021420.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/892028/4021421.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/892028/4021422.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/892028/4021423.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/892028/4021424.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_89/892028/4021425.jpg
5132,female,19-22,1169303,nan,"楚楚不也是人与妖的孩子,为什么不是半妖#永夜星河[话题]#",
5132,female,19-22,1622374,还剩这么多 怎么办 在线等 挺急的,"自己喝了一大碗,喝饱了,剩下好浪费[哭惹R]#记录摆摊生活[话题]# #黑芝麻糊[话题]#",
5132,female,19-22,827613,杂技小狗,"哈哈哈哈哈哈简直要笑死了~第一次穿四条腿的衣服,穿上以后不会走路了😂 #我家宠物好可爱[话题]# #宠物[话题]# #小狗[话题]# #搞笑日常[话题]# #宠物的迷惑行为[话题]# #宠物迷惑行为大赏[话题]# #搞笑[话题]# #狗狗日记[话题]# #博美[话题]# #俊介[话题]# #小体博美[话题]# @宠物薯 @萌宠幼儿园",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_57/571006/2500659.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_57/571006/2500660.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_57/571006/2500661.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_57/571006/2500662.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_57/571006/2500663.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_57/571006/2500664.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_57/571006/2500665.jpg
5132,female,19-22,960565,nan,太让人心疼了 她真的好可爱乖宝宝一样 给他买小宝宝穿的衣服竟然穿上刚刚好#拉布拉多成长日记[话题]# #拉布拉多日常[话题]# #宝宝穿搭[话题]#,./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_55/554415/2401990.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_55/554415/2401991.jpg
5132,female,19-22,1385860,第一次穿衣服的娃,"我们并不提倡穿衣服,但每次看到比熊宝宝第一次穿上衣服后的举动,还是会忍不住笑出声!#家有比熊[话题]# #飞鱼比熊[话题]# #萌娃穿搭[话题]# #比熊[话题]# #比熊犬舍[话题]#",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_83/835863/3760900.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_83/835863/3760901.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_83/835863/3760902.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_83/835863/3760903.jpg
5132,female,19-22,863948,我~的~屁~ 婴儿爬爬衣也适合小狗穿,"授业身上长了一小块藓,给它剃一下结果剃多了。最近又冷,怕孩子感冒,没办法从母婴店给它买了个婴儿爬爬衣穿",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_103/1032751/4646247.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_103/1032751/4646248.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_103/1032751/4646249.jpg
5132,female,19-22,785948,别买狗衣服啦去买童装吧各位😍,"去了大型童装批发店选的马甲,才19!还有很多花色和码数可以选,感觉比网上的狗衣服还好看而且划算多了,以后的狗衣服都被童装承包了✌️ #狗狗衣服[话题]# #童装[话题]#",./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_71/713401/3177329.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_71/713401/3177330.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_71/713401/3177331.jpg|./images/mnt/ali-sh-1/usr/lihaitao/process_0106/image/part_71/713401/3177332.jpg
